sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
865,This was quite a stunning thing.,That was quite a shocking event.,This became quite a boring task.,It remained quite a puzzling clue.,That was quite a noisy crowd.,This stayed quite a tiresome chore.,That proved quite a dazzling sight.,It sounded quite a frightening tale.,That was quite a remarkable sight.,This grew quite a hilarious joke.,That felt quite a chilling breeze.
866,Those incremental minutes are very profitable.,Those ancient scrolls are extremely fragile.,Those distant galaxies are incredibly luminous.,Those rusty bicycles are barely functional.,Those spicy peppers are dangerously hot.,Those leather jackets are surprisingly affordable.,Those wooden chairs are remarkably sturdy.,Those golden earrings are quite elegant.,Those muddy boots are utterly filthy.,Those crystal vases are awfully delicate.,Those velvet curtains are really luxurious.
867,Thou shalt not accede to evil.,Thou shalt not surrender to envy.,Thou shalt not yield to hatred.,Thou shalt not bow to terror.,Thou shalt not defer to folly.,Thou shalt not succumb to vanity.,Thou shalt not bend to malice.,Thou shalt not concede to ruin.,Thou shalt not submit to sorrow.,Thou shalt not relent to chaos.,Thou shalt not comply to treason.
868,Thousands of innocent lives were lost.,Hundreds of ancient scrolls were found.,Dozens of rare orchids were stolen.,Millions of plastic bottles were recycled.,Hundreds of priceless manuscripts were destroyed.,Hundreds of priceless artworks were stolen.,Scores of medieval coins were unearthed.,Billions of distant stars were observed.,Piles of outdated textbooks were donated.,Hundreds of rare manuscripts were destroyed.,Heaps of broken toys were discarded.
869,Thread: How To Do Graffiti Art?,Forum: How To Bake Sourdough Bread?,Manual: How To Train Rescue Dogs?,Podcast: How To Design Board Games?,Webinar: How To Repair Vintage Radios?,eBook: How To Grow Bonsai Trees?,Tutorial: How To Compose Jazz Songs?,Blog: How To Restore Antique Chairs?,Video: How To Navigate Sailing Yachts?,Guide: How To Craft Leather Wallets?,Course: How To Program Mobile Apps?
870,Three large ones and three small.,Seven bright stars and seven dim.,Two swift boats and two slow.,Four ripe pears and four sour.,Eight loud drums and eight soft.,Five tall trees and five short.,Six fresh loaves and six stale.,Nine warm days and nine cold.,One thick book and one thin.,Three sweet songs and three bitter.,Ten sharp knives and ten dull.
871,Three sisters preceded her in death.,Two brothers followed him in victory.,Five cousins joined her in celebration.,Several rivals opposed them in battle.,Many supporters accompanied me in triumph.,A single stranger guided us in darkness.,Seven mentors inspired you in learning.,Countless fans surrounded him in glory.,Three guardians protected her in danger.,Numerous critics challenged them in debate.,Two allies assisted me in recovery.
872,Time in the sum is nothing.,Space in the jar is nowhere.,Hope in the box is nothing.,Salt in the bowl is nowhere.,Dust in the vault is nothing.,Wind in the bag is nowhere.,Ink in the cup is nothing.,Rain in the tent is nowhere.,Fire in the bin is nothing.,Frost in the hut is nowhere.,Smoke in the cage is nothing.
873,To find in the United States.,To swim in the Pacific Ocean.,To hike through the Rocky Mountains.,To study at the British Museum.,To dance in the Grand Ballroom.,To paint near the Eiffel Tower.,To sing inside the Sydney Opera House.,To read under the ancient oak tree.,To cook in the Italian countryside.,To meditate atop the Himalayan peak.,To write within the Parisian café.
874,To guard and keep and protect.,To chase and catch and release.,To bake and frost and serve.,To sketch and ink and frame.,To plant and prune and harvest.,To write and edit and publish.,To mold and fire and glaze.,To train and guide and mentor.,To carve and sand and polish.,To code and test and deploy.,To weave and dye and sell.
875,To revive her or help her?,To rescue him or warn him?,To impress them or guide them?,To surprise her or praise her?,To convince us or join us?,To entertain you or teach you?,To alarm me or calm me?,To reward him or train him?,To frighten them or shield them?,To inspire her or advise her?,To challenge us or support us?
876,To sell on the black market?,To dance on the main stage?,To paint in the dark tunnel?,To sing at the grand audition?,To cook in the tiny kitchen?,To write on the old parchment?,To sail across the wide ocean?,To climb up the steep cliff?,To speak at the large rally?,To build in the dense forest?,To teach in the small village?
877,Today I didn't even buy NME.,Yesterday she didn't even read Vogue.,Tonight he didn't even watch ESPN.,Last week they didn't even visit Kyoto.,Tomorrow we won't even eat sushi.,This morning I didn't even drink coffee.,Recently Bob didn't even touch alcohol.,Earlier Anna didn't even open Outlook.,Yesterday Mom didn't even bake brownies.,Tonight you didn't even play Fortnite.,Today Dad didn't even drive Tesla.
878,"Tomorrow, I will post about this.","Yesterday, we visited that museum.","Tonight, she will cook for us.","Later, they will announce the winner.","Soon, he will submit his report.","Today, I will plant these seeds.","Next week, Maria will open her gallery.","Afterwards, Ben will review the footage.","Shortly, the team will release their findings.","This evening, Leo will perform for everyone.","Next month, Dana will adopt a puppy."
879,Transfers out of the bargaining unit.,Departures from the research team.,Withdrawals from the investment fund.,Resignations from the advisory board.,Evacuations from the coastal village.,Retirements from the editorial staff.,Escapes from the maximum prison.,Transfers from the intensive unit.,Migrations from the mountain valley.,Removals from the selection panel.,Exits from the training program.
880,Travelling home on a late train??,Cycling downtown on a rainy morning??,Hiking uphill with a heavy backpack??,Driving south through a dusty desert??,Walking east along a quiet river??,Flying north in a tiny airplane??,Sailing west across a calm ocean??,Jogging backward around a crowded stadium??,Marching forward through a snowy forest??,Crawling backward under a low bridge??,Racing downhill on a rusty bicycle??
881,Tricked by his own damn ruse!,Startled by her own loud scream!,Cornered by their own fierce dogs!,Blinded by his own bright flashlight!,Trapped by her own heavy suitcase!,Soaked by his own cold coffee!,Burned by their own hot barbecue!,Tripped by her own long scarf!,Stranded by his own broken motorcycle!,Locked by their own rusty padlock!,Spooked by her own scary shadow!
882,Trying to hide from your lies?,Planning to flee from your debts?,Hoping to escape from your fears?,Attempting to dodge from your critics?,Struggling to break from your habits?,Aiming to slip from your rivals?,Wishing to vanish from your troubles?,Striving to duck from your duties?,Seeking to bolt from your shadows?,Pretending to shrink from your critics?,Learning to run from your past?
